_id,Year,County,PQI,PQIDescription,Count_ICD9,Population_ICD9,ObsRate_ICD9,RiskAdjRate_ICD9,Count_ICD10,Population_ICD10,ObsRate_ICD10,RiskAdjRate_ICD10,AnnotationCode,AnnotationDesc
6043,2005,Merced,7,Hypertension,31,162795,19,22.9,,,,,,
6044,2006,Merced,7,Hypertension,23,165009,13.9,16.7,,,,,,
6045,2007,Merced,7,Hypertension,38,167724,22.7,27.1,,,,,,
6046,2008,Merced,7,Hypertension,46,169736,27.1,32.1,,,,,,
6047,2009,Merced,7,Hypertension,44,171809,25.6,30.2,,,,,,
6048,2010,Merced,7,Hypertension,59,175232,33.7,39.5,,,,,,
6049,2011,Merced,7,Hypertension,55,178783,30.8,35.9,,,,,,
6050,2012,Merced,7,Hypertension,44,174274,25.2,28.3,,,,,,
6051,2013,Merced,7,Hypertension,55,176084,31.2,34.8,,,,,,
6052,2014,Merced,7,Hypertension,72,184892,38.9,44.5,,,,,,
6053,2015,Merced,7,Hypertension,62,133727,46.4,50.1,,,,,,
6054,2016,Merced,7,Hypertension,,,,,103,"187,379",55,48.7,,
6055,2017,Merced,7,Hypertension,,,,,141,"190,075",74.2,65.8,,
6056,2018,Merced,7,Hypertension,,,,,149,"193,011",77.2,68.5,,
6057,2019,Merced,7,Hypertension,,,,,108,"196,051",55.1,48.7,,
6058,2020,Merced,7,Hypertension,,,,,96,"199,026",48.2,42.8,,
6059,2021,Merced,7,Hypertension,,,,,110,"203,340",54.1,48,,
6060,2005,Merced,8,Heart Failure,584,162795,358.7,480,,,,,,
6061,2006,Merced,8,Heart Failure,659,165009,399.4,535.4,,,,,,
6062,2007,Merced,8,Heart Failure,587,167724,350,462.5,,,,,,
6063,2008,Merced,8,Heart Failure,572,169736,337,439.2,,,,,,
6064,2009,Merced,8,Heart Failure,518,171809,301.5,386.8,,,,,,
6065,2010,Merced,8,Heart Failure,544,175232,310.4,393,,,,,,
6066,2011,Merced,8,Heart Failure,616,178783,344.6,430.9,,,,,,
6067,2012,Merced,8,Heart Failure,496,174274,284.6,338.7,,,,,,
6068,2013,Merced,8,Heart Failure,542,176084,307.8,361.8,,,,,,
6069,2014,Merced,8,Heart Failure,528,184892,285.6,348.1,,,,,,
6070,2015,Merced,8,Heart Failure,456,133727,341,384.1,,,,,,
6071,2016,Merced,8,Heart Failure,,,,,842,"187,379",449.4,478.3,,
6072,2017,Merced,8,Heart Failure,,,,,968,"190,075",509.3,540.8,,
6073,2018,Merced,8,Heart Failure,,,,,960,"193,011",497.4,526.6,,
6074,2019,Merced,8,Heart Failure,,,,,"1,007","196,051",513.6,539.7,,
6075,2020,Merced,8,Heart Failure,,,,,795,"199,026",399.4,426.3,,
6076,2021,Merced,8,Heart Failure,,,,,928,"203,340",456.4,488,,
6077,2005,Merced,10,Dehydration,222,162795,136.4,172.8,,,,,,
6078,2006,Merced,10,Dehydration,210,165009,127.3,161.5,,,,,,
6079,2007,Merced,10,Dehydration,320,167724,190.8,239.6,,,,,,
6080,2008,Merced,10,Dehydration,277,169736,163.2,202.8,,,,,,
6081,2009,Merced,10,Dehydration,225,171809,131,160.8,,,,,,
6082,2010,Merced,10,Dehydration,228,175232,130.1,158.1,,,,,,
6083,2011,Merced,10,Dehydration,164,178783,91.7,110.4,,,,,,
6084,2012,Merced,10,Dehydration,138,174274,79.2,91.6,,,,,,
6085,2013,Merced,10,Dehydration,137,176084,77.8,89.1,,,,,,
6086,2014,Merced,10,Dehydration,134,184892,72.5,85.5,,,,,,
6087,2015,Merced,10,Dehydration,134,133727,100.2,111,,,,,,
6088,2005,Merced,11,Community-Acquired Pneumonia,472,162795,289.9,370.1,,,,,,
6089,2006,Merced,11,Community-Acquired Pneumonia,426,165009,258.2,330.2,,,,,,
6090,2007,Merced,11,Community-Acquired Pneumonia,430,167724,256.4,324.2,,,,,,
6091,2008,Merced,11,Community-Acquired Pneumonia,361,169736,212.7,265.9,,,,,,
6092,2009,Merced,11,Community-Acquired Pneumonia,463,171809,269.5,332.7,,,,,,
6093,2010,Merced,11,Community-Acquired Pneumonia,465,175232,265.4,324.1,,,,,,
6094,2011,Merced,11,Community-Acquired Pneumonia,516,178783,288.6,349.1,,,,,,
6095,2012,Merced,11,Community-Acquired Pneumonia,455,174274,261.1,302.6,,,,,,
6096,2013,Merced,11,Community-Acquired Pneumonia,458,176084,260.1,298.3,,,,,,
6097,2014,Merced,11,Community-Acquired Pneumonia,448,184892,242.3,286.9,,,,,,
6098,2015,Merced,11,Community-Acquired Pneumonia,457,133727,341.7,378.3,,,,,,
6099,2016,Merced,11,Community-Acquired Pneumonia,,,,,499,"187,379",266.3,264.6,,
6100,2017,Merced,11,Community-Acquired Pneumonia,,,,,363,"190,075",191,189.4,,
6101,2018,Merced,11,Community-Acquired Pneumonia,,,,,475,"193,011",246.1,243.3,,
6102,2019,Merced,11,Community-Acquired Pneumonia,,,,,340,"196,051",173.4,170.3,,
6103,2020,Merced,11,Community-Acquired Pneumonia,,,,,290,"199,026",145.7,145.3,,
6104,2021,Merced,11,Community-Acquired Pneumonia,,,,,225,"203,340",110.7,110.6,,
6105,2005,Merced,12,Urinary Tract Infection,199,162795,122.2,153.9,,,,,,
6106,2006,Merced,12,Urinary Tract Infection,209,165009,126.7,159.8,,,,,,
6107,2007,Merced,12,Urinary Tract Infection,234,167724,139.5,174.3,,,,,,
6108,2008,Merced,12,Urinary Tract Infection,193,169736,113.7,140.8,,,,,,
6109,2009,Merced,12,Urinary Tract Infection,239,171809,139.1,170.6,,,,,,
6110,2010,Merced,12,Urinary Tract Infection,250,175232,142.7,173.3,,,,,,
6111,2011,Merced,12,Urinary Tract Infection,224,178783,125.3,151,,,,,,
6112,2012,Merced,12,Urinary Tract Infection,241,174274,138.3,161.6,,,,,,
6113,2013,Merced,12,Urinary Tract Infection,212,176084,120.4,139.7,,,,,,
6114,2014,Merced,12,Urinary Tract Infection,172,184892,93,110.6,,,,,,
6115,2015,Merced,12,Urinary Tract Infection,184,133727,137.6,154.8,,,,,,
6116,2016,Merced,12,Urinary Tract Infection,,,,,268,"187,379",143,155.3,,
6117,2017,Merced,12,Urinary Tract Infection,,,,,262,"190,075",137.8,149.7,,
6118,2018,Merced,12,Urinary Tract Infection,,,,,243,"193,011",125.9,136.6,,
6119,2019,Merced,12,Urinary Tract Infection,,,,,197,"196,051",100.5,108.4,,
6120,2020,Merced,12,Urinary Tract Infection,,,,,134,"199,026",67.3,74.6,,
6121,2021,Merced,12,Urinary Tract Infection,,,,,167,"203,340",82.1,91.3,,
6122,2005,Merced,13,Angina without Procedure,55,162795,33.8,41.8,,,,,,
6123,2006,Merced,13,Angina without Procedure,64,165009,38.8,48,,,,,,
6124,2007,Merced,13,Angina without Procedure,42,167724,25,30.7,,,,,,
6125,2008,Merced,13,Angina without Procedure,48,169736,28.3,34.3,,,,,,
6126,2009,Merced,13,Angina without Procedure,37,171809,21.5,25.8,,,,,,
6127,2010,Merced,13,Angina without Procedure,52,175232,29.7,35.3,,,,,,
6128,2011,Merced,13,Angina without Procedure,35,178783,19.6,23.2,,,,,,
6129,2012,Merced,13,Angina without Procedure,14,174274,8,9.1,,,,,,
6130,2013,Merced,13,Angina without Procedure,12,176084,6.8,7.6,,,,,,
6131,2014,Merced,13,Angina without Procedure,19,184892,10.3,11.8,,,,,,
6132,2015,Merced,13,Angina without Procedure,18,133727,13.5,14.6,,,,,,
6133,2005,Merced,14,Uncontrolled Diabetes,16,162795,9.8,11.1,,,,,,
6134,2006,Merced,14,Uncontrolled Diabetes,9,165009,5.5,6.1,,,,,,
6135,2007,Merced,14,Uncontrolled Diabetes,8,167724,4.8,5.3,,,,,,
6136,2008,Merced,14,Uncontrolled Diabetes,27,169736,15.9,17.7,,,,,,
6137,2009,Merced,14,Uncontrolled Diabetes,23,171809,13.4,14.9,,,,,,
6138,2010,Merced,14,Uncontrolled Diabetes,24,175232,13.7,15.1,,,,,,
6139,2011,Merced,14,Uncontrolled Diabetes,21,178783,11.7,13,,,,,,
6140,2012,Merced,14,Uncontrolled Diabetes,11,174274,6.3,6.7,,,,,,
6141,2013,Merced,14,Uncontrolled Diabetes,16,176084,9.1,9.7,,,,,,
6142,2014,Merced,14,Uncontrolled Diabetes,14,184892,7.6,8.2,,,,,,
6143,2015,Merced,14,Uncontrolled Diabetes,5,133727,3.7,3.9,,,,,,
6144,2016,Merced,14,Uncontrolled Diabetes,,,,,67,"187,379",35.8,33.4,,
6145,2017,Merced,14,Uncontrolled Diabetes,,,,,74,"190,075",38.9,36.3,,
6146,2018,Merced,14,Uncontrolled Diabetes,,,,,90,"193,011",46.6,43.4,,
6147,2019,Merced,14,Uncontrolled Diabetes,,,,,72,"196,051",36.7,34.1,,
6148,2020,Merced,14,Uncontrolled Diabetes,,,,,50,"199,026",25.1,23.3,,
6149,2021,Merced,14,Uncontrolled Diabetes,,,,,100,"203,340",49.2,45.7,,
6150,2005,Merced,15,Asthma in Younger Adults (Age 18-39),43,77398,55.6,56.3,,,,,,
6151,2006,Merced,15,Asthma in Younger Adults (Age 18-39),25,78419,31.9,32.4,,,,,,
6152,2007,Merced,15,Asthma in Younger Adults (Age 18-39),24,79397,30.2,30.7,,,,,,
6153,2008,Merced,15,Asthma in Younger Adults (Age 18-39),36,79695,45.2,45.9,,,,,,
6154,2009,Merced,15,Asthma in Younger Adults (Age 18-39),33,80048,41.2,42,,,,,,
6155,2010,Merced,15,Asthma in Younger Adults (Age 18-39),39,81418,47.9,48.9,,,,,,
6156,2011,Merced,15,Asthma in Younger Adults (Age 18-39),32,82821,38.6,39.6,,,,,,
6157,2012,Merced,15,Asthma in Younger Adults (Age 18-39),29,76590,37.9,38.2,,,,,,
6158,2013,Merced,15,Asthma in Younger Adults (Age 18-39),24,77046,31.2,31.5,,,,,,
6159,2014,Merced,15,Asthma in Younger Adults (Age 18-39),20,83069,24.1,24.6,,,,,,
6160,2015,Merced,15,Asthma in Younger Adults (Age 18-39),16,56654,28.2,28.3,,,,,,
6161,2016,Merced,15,Asthma in Younger Adults (Age 18-39),,,,,22,"85,619",25.7,23,,
6162,2017,Merced,15,Asthma in Younger Adults (Age 18-39),,,,,18,"87,089",20.7,18.5,,
6163,2018,Merced,15,Asthma in Younger Adults (Age 18-39),,,,,21,"88,746",23.7,21.2,,
6164,2019,Merced,15,Asthma in Younger Adults (Age 18-39),,,,,24,"90,046",26.7,23.9,,
6165,2020,Merced,15,Asthma in Younger Adults (Age 18-39),,,,,12,"90,745",13.2,11.8,,
6166,2021,Merced,15,Asthma in Younger Adults (Age 18-39),,,,,,,10.8,9.6,1,Cell suppressed for small numbers
6167,2005,Merced,16,Lower-Extremity Amputation (Diabetes),29,162795,17.8,22.6,,,,,,
6168,2006,Merced,16,Lower-Extremity Amputation (Diabetes),26,165009,15.8,19.9,,,,,,
6169,2007,Merced,16,Lower-Extremity Amputation (Diabetes),38,167724,22.7,28.3,,,,,,
6170,2008,Merced,16,Lower-Extremity Amputation (Diabetes),27,169736,15.9,19.6,,,,,,
6171,2009,Merced,16,Lower-Extremity Amputation (Diabetes),22,171809,12.8,15.6,,,,,,
6172,2010,Merced,16,Lower-Extremity Amputation (Diabetes),23,175232,13.1,15.8,,,,,,
6173,2011,Merced,16,Lower-Extremity Amputation (Diabetes),28,178783,15.7,18.6,,,,,,
6174,2012,Merced,16,Lower-Extremity Amputation (Diabetes),50,174274,28.7,32.4,,,,,,
6175,2013,Merced,16,Lower-Extremity Amputation (Diabetes),45,176084,25.6,28.6,,,,,,
6176,2014,Merced,16,Lower-Extremity Amputation (Diabetes),35,184892,18.9,21.9,,,,,,
6177,2015,Merced,16,Lower-Extremity Amputation (Diabetes),31,133727,23.2,25,,,,,,
6178,2016,Merced,16,Lower-Extremity Amputation (Diabetes),,,,,52,"187,379",27.8,25.5,,
6179,2017,Merced,16,Lower-Extremity Amputation (Diabetes),,,,,81,"190,075",42.6,39,,
6180,2018,Merced,16,Lower-Extremity Amputation (Diabetes),,,,,75,"193,011",38.9,35.5,,
6181,2019,Merced,16,Lower-Extremity Amputation (Diabetes),,,,,78,"196,051",39.8,36.2,,
6182,2020,Merced,16,Lower-Extremity Amputation (Diabetes),,,,,110,"199,026",55.3,49.7,,
6183,2021,Merced,16,Lower-Extremity Amputation (Diabetes),,,,,128,"203,340",62.9,56.7,,
6184,2005,Merced,90,Prevention Quality Overall Composite,2248,162795,1380.9,1728.2,,,,,,
6185,2006,Merced,90,Prevention Quality Overall Composite,2255,165009,1366.6,1712.4,,,,,,
6186,2007,Merced,90,Prevention Quality Overall Composite,2338,167724,1394,1730,,,,,,
6187,2008,Merced,90,Prevention Quality Overall Composite,2309,169736,1360.3,1670.9,,,,,,
6188,2009,Merced,90,Prevention Quality Overall Composite,2340,171809,1362,1653.6,,,,,,
6189,2010,Merced,90,Prevention Quality Overall Composite,2559,175232,1460.3,1756.2,,,,,,
6190,2011,Merced,90,Prevention Quality Overall Composite,2521,178783,1410.1,1681,,,,,,
6191,2012,Merced,90,Prevention Quality Overall Composite,2167,174274,1243.4,1425.3,,,,,,
6192,2013,Merced,90,Prevention Quality Overall Composite,2214,176084,1257.4,1427.9,,,,,,
6193,2014,Merced,90,Prevention Quality Overall Composite,2134,184892,1154.2,1349,,,,,,
6194,2015,Merced,90,Prevention Quality Overall Composite,1956,133727,1462.7,1608,,,,,,
6195,2016,Merced,90,Overall Composite,,,,,"2,636","187,379",1406.8,1392.9,,
6196,2017,Merced,90,Overall Composite,,,,,"2,939","190,075",1546.2,1528.2,,
6197,2018,Merced,90,Overall Composite,,,,,"3,006","193,011",1557.4,1536,,
6198,2019,Merced,90,Overall Composite,,,,,"2,770","196,051",1412.9,1385.8,,
6199,2020,Merced,90,Overall Composite,,,,,"2,162","199,026",1086.3,1075.3,,
6200,2021,Merced,90,Overall Composite,,,,,"2,387","203,340",1173.9,1163.6,,
6201,2005,Merced,91,Prevention Quality Acute Composite,893,162795,548.5,696,,,,,,
6202,2006,Merced,91,Prevention Quality Acute Composite,845,165009,512.1,651.1,,,,,,
6203,2007,Merced,91,Prevention Quality Acute Composite,984,167724,586.7,737.9,,,,,,
6204,2008,Merced,91,Prevention Quality Acute Composite,831,169736,489.6,609.5,,,,,,
6205,2009,Merced,91,Prevention Quality Acute Composite,927,171809,539.6,663.9,,,,,,
6206,2010,Merced,91,Prevention Quality Acute Composite,943,175232,538.1,655.3,,,,,,
6207,2011,Merced,91,Prevention Quality Acute Composite,904,178783,505.6,610.2,,,,,,
6208,2012,Merced,91,Prevention Quality Acute Composite,834,174274,478.6,555.8,,,,,,
6209,2013,Merced,91,Prevention Quality Acute Composite,807,176084,458.3,527.3,,,,,,
6210,2014,Merced,91,Prevention Quality Acute Composite,754,184892,407.8,483.1,,,,,,
6211,2015,Merced,91,Prevention Quality Acute Composite,775,133727,579.5,644.7,,,,,,
6212,2016,Merced,91,Acute Composite,,,,,767,"187,379",409.3,422,,
6213,2017,Merced,91,Acute Composite,,,,,625,"190,075",328.8,338.6,,
6214,2018,Merced,91,Acute Composite,,,,,718,"193,011",372,382.3,,
6215,2019,Merced,91,Acute Composite,,,,,537,"196,051",273.9,279.7,,
6216,2020,Merced,91,Acute Composite,,,,,424,"199,026",213,222,,
6217,2021,Merced,91,Acute Composite,,,,,392,"203,340",192.8,201.3,,
6218,2005,Merced,92,Prevention Quality Chronic Composite,1355,162795,832.3,1032.9,,,,,,
6219,2006,Merced,92,Prevention Quality Chronic Composite,1410,165009,854.5,1061.2,,,,,,
6220,2007,Merced,92,Prevention Quality Chronic Composite,1354,167724,807.3,993.6,,,,,,
6221,2008,Merced,92,Prevention Quality Chronic Composite,1478,169736,870.8,1060.7,,,,,,
6222,2009,Merced,92,Prevention Quality Chronic Composite,1413,171809,822.4,990.3,,,,,,
6223,2010,Merced,92,Prevention Quality Chronic Composite,1616,175232,922.2,1100.5,,,,,,
6224,2011,Merced,92,Prevention Quality Chronic Composite,1617,178783,904.4,1070.2,,,,,,
6225,2012,Merced,92,Prevention Quality Chronic Composite,1333,174274,764.9,869.7,,,,,,
6226,2013,Merced,92,Prevention Quality Chronic Composite,1407,176084,799.1,900.2,,,,,,
6227,2014,Merced,92,Prevention Quality Chronic Composite,1380,184892,746.4,865.2,,,,,,
6228,2015,Merced,92,Prevention Quality Chronic Composite,1181,133727,883.1,963.9,,,,,,
6229,2016,Merced,92,Chronic Composite,,,,,"1,869","187,379",997.4,975.5,,
6230,2017,Merced,92,Chronic Composite,,,,,"2,314","190,075",1217.4,1188.2,,
6231,2018,Merced,92,Chronic Composite,,,,,"2,288","193,011",1185.4,1154.5,,
6232,2019,Merced,92,Chronic Composite,,,,,"2,233","196,051",1139,1103.5,,
6233,2020,Merced,92,Chronic Composite,,,,,"1,738","199,026",873.3,851.2,,
6234,2021,Merced,92,Chronic Composite,,,,,"1,995","203,340",981.1,957.4,,
6235,2016,Merced,93,Diabetes Composite,,,,,424,"187,379",226.3,200.4,,
6236,2017,Merced,93,Diabetes Composite,,,,,503,"190,075",264.6,234.2,,
6237,2018,Merced,93,Diabetes Composite,,,,,656,"193,011",339.9,300.6,,
6238,2019,Merced,93,Diabetes Composite,,,,,621,"196,051",316.8,279.6,,
6239,2020,Merced,93,Diabetes Composite,,,,,575,"199,026",288.9,254,,
6240,2021,Merced,93,Diabetes Composite,,,,,764,"203,340",375.7,330.4,,
6241,2005,Modoc,1,Diabetes Short-term Complications,3,7407,40.5,42.7,,,,,,
6242,2006,Modoc,1,Diabetes Short-term Complications,4,7461,53.6,56.7,,,,,,
6243,2007,Modoc,1,Diabetes Short-term Complications,1,7429,13.5,14.4,,,,,,
6244,2008,Modoc,1,Diabetes Short-term Complications,1,7469,13.4,14.3,,,,,,
6245,2009,Modoc,1,Diabetes Short-term Complications,4,7565,52.9,56.7,,,,,,
6246,2010,Modoc,1,Diabetes Short-term Complications,3,7599,39.5,42.3,,,,,,
6247,2011,Modoc,1,Diabetes Short-term Complications,2,7517,26.6,28.8,,,,,,
6248,2012,Modoc,1,Diabetes Short-term Complications,2,9249,21.6,20.5,,,,,,
6249,2013,Modoc,1,Diabetes Short-term Complications,2,9141,21.9,20.8,,,,,,
6250,2014,Modoc,1,Diabetes Short-term Complications,1,8570,11.7,11.7,,,,,,
6251,2015,Modoc,1,Diabetes Short-term Complications,5,7417,67.4,61.5,,,,,,
6252,2016,Modoc,1,Diabetes Short-term Complications,,,,,1,"7,172",13.9,10.4,,
6253,2017,Modoc,1,Diabetes Short-term Complications,,,,,2,"7,115",28.1,21.1,,
6254,2018,Modoc,1,Diabetes Short-term Complications,,,,,11,"7,066",155.7,117.4,,
6255,2019,Modoc,1,Diabetes Short-term Complications,,,,,8,"7,114",112.5,84.9,,
6256,2020,Modoc,1,Diabetes Short-term Complications,,,,,9,"6,961",129.3,97.9,,
6257,2021,Modoc,1,Diabetes Short-term Complications,,,,,4,"7,037",56.8,43.1,,
6258,2005,Modoc,2,Perforated Appendix,2,4,50,42.1,,,,,,
6259,2006,Modoc,2,Perforated Appendix,0,3,0,0,,,,,,
6260,2007,Modoc,2,Perforated Appendix,1,3,33.3,35.4,,,,,,
6261,2008,Modoc,2,Perforated Appendix,1,4,25,21.7,,,,,,
6262,2009,Modoc,2,Perforated Appendix,1,3,33.3,36,,,,,,
6263,2010,Modoc,2,Perforated Appendix,1,2,50,,,,,,,
6264,2011,Modoc,2,Perforated Appendix,0,4,0,0,,,,,,
6265,2012,Modoc,2,Perforated Appendix,3,5,60,53.1,,,,,,
6266,2013,Modoc,2,Perforated Appendix,1,3,33.3,32.4,,,,,,
6267,2014,Modoc,2,Perforated Appendix,1,2,50,,,,,,,
6268,2015,Modoc,2,Perforated Appendix,0,1,0,,,,,,,
6269,2005,Modoc,3,Diabetes Long-term Complications,2,7407,27,23.1,,,,,,
6270,2006,Modoc,3,Diabetes Long-term Complications,2,7461,26.8,22.9,,,,,,
6271,2007,Modoc,3,Diabetes Long-term Complications,1,7429,13.5,11.4,,,,,,
6272,2008,Modoc,3,Diabetes Long-term Complications,5,7469,66.9,56.6,,,,,,
6273,2009,Modoc,3,Diabetes Long-term Complications,6,7565,79.3,66.6,,,,,,
6274,2010,Modoc,3,Diabetes Long-term Complications,5,7599,65.8,55.1,,,,,,
6275,2011,Modoc,3,Diabetes Long-term Complications,2,7517,26.6,21.9,,,,,,
6276,2012,Modoc,3,Diabetes Long-term Complications,4,9249,43.2,43.6,,,,,,
6277,2013,Modoc,3,Diabetes Long-term Complications,5,9141,54.7,54.8,,,,,,
6278,2014,Modoc,3,Diabetes Long-term Complications,4,8570,46.7,42.6,,,,,,
6279,2015,Modoc,3,Diabetes Long-term Complications,4,7417,53.9,58.3,,,,,,
6280,2016,Modoc,3,Diabetes Long-term Complications,,,,,4,"7,172",55.8,30.3,,
6281,2017,Modoc,3,Diabetes Long-term Complications,,,,,3,"7,115",42.2,22.7,,
6282,2018,Modoc,3,Diabetes Long-term Complications,,,,,5,"7,066",70.8,37.9,,
6283,2019,Modoc,3,Diabetes Long-term Complications,,,,,4,"7,114",56.2,30.2,,
6284,2020,Modoc,3,Diabetes Long-term Complications,,,,,3,"6,961",43.1,23,,
6285,2021,Modoc,3,Diabetes Long-term Complications,,,,,5,"7,037",71.1,38,,
6286,2005,Modoc,5,COPD or Asthma in Older Adults (Age 40+),11,5344,205.8,195.1,,,,,,
6287,2006,Modoc,5,COPD or Asthma in Older Adults (Age 40+),,,129.6,123.2,,,,,,
6288,2007,Modoc,5,COPD or Asthma in Older Adults (Age 40+),,,167.1,156.4,,,,,,
6289,2008,Modoc,5,COPD or Asthma in Older Adults (Age 40+),14,5443,257.2,241.9,,,,,,
6290,2009,Modoc,5,COPD or Asthma in Older Adults (Age 40+),22,5514,399,369.8,,,,,,
6291,2010,Modoc,5,COPD or Asthma in Older Adults (Age 40+),25,5517,453.1,416.6,,,,,,
6292,2011,Modoc,5,COPD or Asthma in Older Adults (Age 40+),21,5497,382,343.1,,,,,,
6293,2012,Modoc,5,COPD or Asthma in Older Adults (Age 40+),34,5407,628.8,559.9,,,,,,
6294,2013,Modoc,5,COPD or Asthma in Older Adults (Age 40+),25,5322,469.7,410.2,,,,,,
6295,2014,Modoc,5,COPD or Asthma in Older Adults (Age 40+),,,179.1,159.5,,,,,,
6296,2015,Modoc,5,COPD or Asthma in Older Adults (Age 40+),15,3904,384.2,325.8,,,,,,
6297,2016,Modoc,5,COPD or Asthma in Older Adults (Age 40+),,,,,14,"5,231",267.6,158.3,,
6298,2017,Modoc,5,COPD or Asthma in Older Adults (Age 40+),,,,,15,"5,228",286.9,167.9,,
6299,2018,Modoc,5,COPD or Asthma in Older Adults (Age 40+),,,,,,,96.3,55.5,1,Cell suppressed for small numbers
6300,2019,Modoc,5,COPD or Asthma in Older Adults (Age 40+),,,,,,,153.8,87.7,1,Cell suppressed for small numbers
6301,2020,Modoc,5,COPD or Asthma in Older Adults (Age 40+),,,,,15,"5,120",293,166.7,,
6302,2021,Modoc,5,COPD or Asthma in Older Adults (Age 40+),,,,,,,77.9,43.8,1,Cell suppressed for small numbers
6303,2005,Modoc,7,Hypertension,0,7407,0,0,,,,,,
6304,2006,Modoc,7,Hypertension,1,7461,13.4,11.7,,,,,,
6305,2007,Modoc,7,Hypertension,3,7429,40.4,34.7,,,,,,
6306,2008,Modoc,7,Hypertension,0,7469,0,0,,,,,,
6307,2009,Modoc,7,Hypertension,0,7565,0,0,,,,,,
6308,2010,Modoc,7,Hypertension,0,7599,0,0,,,,,,
6309,2011,Modoc,7,Hypertension,6,7517,79.8,67.5,,,,,,
6310,2012,Modoc,7,Hypertension,3,9249,32.4,33.9,,,,,,
6311,2013,Modoc,7,Hypertension,2,9142,21.9,22.8,,,,,,
6312,2014,Modoc,7,Hypertension,0,8570,0,0,,,,,,
6313,2015,Modoc,7,Hypertension,1,7417,13.5,15.2,,,,,,
6314,2016,Modoc,7,Hypertension,,,,,3,"7,172",41.8,22.7,,
6315,2017,Modoc,7,Hypertension,,,,,3,"7,115",42.2,22.6,,
6316,2018,Modoc,7,Hypertension,,,,,1,"7,066",14.2,7.5,,
6317,2019,Modoc,7,Hypertension,,,,,1,"7,114",14.1,7.4,,
6318,2020,Modoc,7,Hypertension,,,,,4,"6,961",57.5,30.4,,
6319,2021,Modoc,7,Hypertension,,,,,2,"7,037",28.4,15,,
6320,2005,Modoc,8,Heart Failure,10,7407,135,109.9,,,,,,
6321,2006,Modoc,8,Heart Failure,15,7461,201,165.2,,,,,,
6322,2007,Modoc,8,Heart Failure,17,7429,228.8,181.6,,,,,,
6323,2008,Modoc,8,Heart Failure,13,7469,174.1,139,,,,,,
6324,2009,Modoc,8,Heart Failure,21,7565,277.6,218.8,,,,,,
6325,2010,Modoc,8,Heart Failure,23,7599,302.7,236.3,,,,,,
6326,2011,Modoc,8,Heart Failure,11,7517,146.3,110,,,,,,
6327,2012,Modoc,8,Heart Failure,21,9249,227.1,211.9,,,,,,
6328,2013,Modoc,8,Heart Failure,14,9141,153.2,140.4,,,,,,
6329,2014,Modoc,8,Heart Failure,19,8570,221.7,185.7,,,,,,
6330,2015,Modoc,8,Heart Failure,10,7417,134.8,131.6,,,,,,
6331,2016,Modoc,8,Heart Failure,,,,,18,"7,172",251,135.8,,
6332,2017,Modoc,8,Heart Failure,,,,,21,"7,115",295.2,156.3,,
6333,2018,Modoc,8,Heart Failure,,,,,15,"7,067",212.3,110.1,,
6334,2019,Modoc,8,Heart Failure,,,,,14,"7,114",196.8,100.5,,
6335,2020,Modoc,8,Heart Failure,,,,,18,"6,961",258.6,133,,
6336,2021,Modoc,8,Heart Failure,,,,,10,"7,037",142.1,72.5,,
6337,2005,Modoc,10,Dehydration,6,7407,81,68.5,,,,,,
6338,2006,Modoc,10,Dehydration,5,7461,67,57.1,,,,,,
6339,2007,Modoc,10,Dehydration,7,7429,94.2,78,,,,,,
6340,2008,Modoc,10,Dehydration,9,7469,120.5,100.3,,,,,,
6341,2009,Modoc,10,Dehydration,8,7565,105.8,86.9,,,,,,
6342,2010,Modoc,10,Dehydration,12,7599,157.9,129.1,,,,,,
